chr_name	start	end	val	color	gene
chr1	1353603	1358504	1	lightgray	MXRA8
chr1	1353603	1361263	1	lightgray	MXRA8
chr1	1373800	1374756	1	lightgray	AURKAIP1
chr1	1373800	1374756	1	lightgray	AURKAIP1
chr1	1373800	1374756	1	lightgray	AURKAIP1
chr1	1387230	1390858	1	lightgray	CCNL2
chr1	1387230	1390858	1	lightgray	CCNL2
chr1	1387230	1390858	1	lightgray	CCNL2
chr1	1387230	1390858	1	lightgray	CCNL2
chr1	1387230	1391562	1	lightgray	CCNL2
chr1	1387230	1391562	1	lightgray	CCNL2
chr1	1387230	1399306	1	lightgray	CCNL2
chr1	1392781	1399306	1	lightgray	CCNL2
chr1	1399335	1399335	1	lightgray	CCNL2
chr1	1399335	1399335	1	lightgray	CCNL2
chr1	1399335	1399335	1	lightgray	CCNL2
chr1	1402046	1402046	1	lightgray	MRPL20-AS1
chr1	1402082	1407217	1	lightgray	MRPL20
chr1	1402568	1407217	1	lightgray	MRPL20
chr1	1410684	1410684	1	lightgray	MRPL20-DT
chr1	1419099	1421005	1	lightgray	ANKRD65
chr1	1419233	1421005	1	lightgray	ANKRD65
chr1	1419233	1421005	1	lightgray	ANKRD65
chr1	1419541	1421005	1	lightgray	ANKRD65
chr1	1419541	1421005	1	lightgray	ANKRD65
chr1	1426127	1427787	1	lightgray	TMEM88B
chr1	1434573	1434573	1	lightgray	LINC01770
chr1	1434573	1434573	1	lightgray	LINC01770
chr1	1434573	1434573	1	lightgray	LINC01770
chr1	1435748	1437443	1	lightgray	VWA1
chr1	1435748	1439787	1	lightgray	VWA1
chr1	1450683	1468530	1	lightgray	ATAD3C
chr1	1471884	1495817	1	lightgray	ATAD3B
chr1	1478499	1495817	1	lightgray	ATAD3B
chr1	1512268	1534072	1	lightgray	ATAD3A
chr1	1512268	1534072	1	lightgray	ATAD3A
chr1	1516043	1534072	1	lightgray	ATAD3A
chr1	1535358	1540346	1	lightgray	TMEM240
chr1	1542065	1574557	1	lightgray	SSU72
chr1	1599334	1600015	1	lightgray	FNDC10
chr1	1607210	1607210	1	lightgray	LOC105378586
chr1	1617323	1617323	1	lightgray	MIB2
chr1	1623452	1630301	1	lightgray	MIB2
chr1	1623452	1630530	1	lightgray	MIB2
chr1	1623452	1630530	1	lightgray	MIB2
chr1	1623452	1630530	1	lightgray	MIB2
chr1	1623452	1630530	1	lightgray	MIB2
chr1	1630605	1630605	1	lightgray	MIB2
chr1	1632218	1634625	1	lightgray	MMP23B
chr1	1635763	1641987	1	lightgray	CDK11B
chr1	1635763	1642488	1	lightgray	CDK11B
chr1	1635763	1657264	1	lightgray	CDK11B
chr1	1635763	1657485	1	lightgray	CDK11B
chr1	1635763	1657485	1	lightgray	CDK11B
chr1	1635763	1657485	1	lightgray	CDK11B
chr1	1665781	1676699	1	lightgray	SLC35E2B
chr1	1665781	1676699	1	lightgray	SLC35E2B
chr1	1701808	1701808	1	lightgray	MMP23A
chr1	1702906	1722818	1	lightgray	CDK11A
chr1	1702906	1722818	1	lightgray	CDK11A
chr1	1702906	1722818	1	lightgray	CDK11A
chr1	1702906	1722818	1	lightgray	CDK11A
chr1	1724357	1724357	1	lightgray	CDK11A
chr1	1724357	1724357	1	lightgray	CDK11A
chr1	1746070	1746070	1	lightgray	SLC35E2A
chr1	1746070	1746070	1	lightgray	SLC35E2A
chr1	1752903	1758531	1	lightgray	NADK
chr1	1752903	1761892	1	lightgray	NADK
chr1	1752903	1765406	1	lightgray	NADK
chr1	1752903	1765406	1	lightgray	NADK
chr1	1752903	1765406	1	lightgray	NADK
chr1	1752903	1765406	1	lightgray	NADK
chr1	1787330	1804548	1	lightgray	GNB1
chr1	1787330	1825453	1	lightgray	GNB1
chr1	1787330	1825453	1	lightgray	GNB1
chr1	1892726	1892726	1	lightgray	GNB1-DT
chr1	1892726	1892726	1	lightgray	GNB1-DT
chr1	1915280	1917193	1	lightgray	CALML6
chr1	1915280	1917193	1	lightgray	CALML6
chr1	1917881	1919265	1	lightgray	TMEM52
chr1	1922286	1990956	1	lightgray	CFAP74
chr1	2019423	2030282	1	lightgray	GABRD
chr1	2050070	2050070	1	lightgray	PRKCZ-DT
chr1	2050630	2185009	1	lightgray	PRKCZ
chr1	2074253	2185009	1	lightgray	PRKCZ
chr1	2144338	2185009	1	lightgray	PRKCZ
chr1	2144338	2185009	1	lightgray	PRKCZ
chr1	2144338	2185009	1	lightgray	PRKCZ
chr1	2144338	2185009	1	lightgray	PRKCZ
chr1	2150813	2185009	1	lightgray	PRKCZ
chr1	2150813	2185009	1	lightgray	PRKCZ
chr1	2183875	2183875	1	lightgray	PRKCZ-AS1
chr1	2185277	2186211	1	lightgray	FAAP20
chr1	2185277	2186211	1	lightgray	FAAP20
chr1	2185277	2194749	1	lightgray	FAAP20
chr1	2185277	2201098	1	lightgray	FAAP20
chr1	2185395	2185395	1	lightgray	PRKCZ
chr1	2185470	2194749	1	lightgray	FAAP20
chr1	2189708	2194749	1	lightgray	FAAP20
chr1	2189708	2198988	1	lightgray	FAAP20
chr1	2189776	2194749	1	lightgray	FAAP20
chr1	2192458	2192458	1	lightgray	LOC112268219
chr1	2192857	2194749	1	lightgray	FAAP20
chr1	2194772	2194772	1	lightgray	FAAP20
chr1	2228766	2306765	1	lightgray	SKI
chr1	2321382	2391533	1	lightgray	MORN1
chr1	2352661	2352661	1	lightgray	LOC100129534
chr1	2355447	2391533	1	lightgray	MORN1
chr1	2391554	2391554	1	lightgray	MORN1
chr1	2395790	2403124	1	lightgray	RER1
chr1	2405765	2408619	1	lightgray	PEX10
chr1	2405765	2408619	1	lightgray	PEX10
chr1	2405765	2412502	1	lightgray	PEX10
chr1	2405765	2412502	1	lightgray	PEX10
chr1	2405765	2412502	1	lightgray	PEX10
chr1	2413827	2413827	1	lightgray	PEX10
chr1	2467619	2503627	1	lightgray	PLCH2
chr1	2476588	2505213	1	lightgray	PLCH2
chr1	2477520	2503985	1	lightgray	PLCH2
chr1	2508846	2526587	1	lightgray	PANK4
chr1	2529468	2530164	1	lightgray	HES5
chr1	2556664	2562868	1	lightgray	TNFRSF14
chr1	2556664	2563273	1	lightgray	TNFRSF14
chr1	2557011	2557011	1	lightgray	TNFRSF14-AS1
chr1	2584534	2584534	1	lightgray	LOC100996583
chr1	2586885	2589414	1	lightgray	PRXL2B
chr1	2586885	2589427	1	lightgray	PRXL2B
chr1	2586885	2589427	1	lightgray	PRXL2B
chr1	2586885	2589427	1	lightgray	PRXL2B
chr1	2586885	2589427	1	lightgray	PRXL2B
chr1	2586885	2589427	1	lightgray	PRXL2B
chr1	2590989	2629484	1	lightgray	MMEL1
chr1	2591468	2591468	1	lightgray	PRXL2B
chr1	2591468	2591468	1	lightgray	PRXL2B
chr1	2641367	2800827	1	lightgray	TTC34
chr1	3021686	3022820	1	lightgray	ACTRT2
chr1	3067725	3067725	1	lightgray	PRDM16-DT
chr1	3067725	3067725	1	lightgray	PRDM16-DT
chr1	3069259	3433811	1	lightgray	PRDM16
chr1	3069259	3433811	1	lightgray	PRDM16
chr1	3128035	3128035	1	lightgray	MIR4251
chr1	3463084	3480587	1	lightgray	ARHGEF16
chr1	3490527	3611268	1	lightgray	MEGF6
chr1	3560790	3560790	1	lightgray	MIR551A
chr1	3625072	3628603	1	lightgray	TPRG1L
chr1	3630974	3649999	1	lightgray	WRAP73
chr1	3682365	3731555	1	lightgray	TP73
chr1	3682365	3732762	1	lightgray	TP73
chr1	3682365	3732762	1	lightgray	TP73
chr1	3682365	3733079	1	lightgray	TP73
chr1	3682365	3733079	1	lightgray	TP73
chr1	3682365	3733079	1	lightgray	TP73
chr1	3690905	3731555	1	lightgray	TP73
chr1	3690905	3732762	1	lightgray	TP73
chr1	3690905	3732762	1	lightgray	TP73
chr1	3690905	3733079	1	lightgray	TP73
chr1	3690905	3733079	1	lightgray	TP73
chr1	3690905	3733079	1	lightgray	TP73
chr1	3707575	3733079	1	lightgray	TP73
chr1	3746771	3746771	1	lightgray	TP73-AS1
chr1	3747373	3747373	1	lightgray	TP73-AS1
chr1	3747373	3747373	1	lightgray	TP73-AS1
chr1	3747373	3747373	1	lightgray	TP73-AS1
chr1	3747373	3747373	1	lightgray	TP73-AS1
chr1	3752481	3771523	1	lightgray	CCDC27
chr1	3775373	3775921	1	lightgray	SMIM1
chr1	3775373	3775921	1	lightgray	SMIM1
chr1	3775373	3775921	1	lightgray	SMIM1
chr1	3775373	3775921	1	lightgray	SMIM1
chr1	3781087	3796476	1	lightgray	LRRC47
chr1	3815401	3852407	1	lightgray	CEP104
chr1	3857603	3883741	1	lightgray	DFFB
chr1	3857603	3883741	1	lightgray	DFFB
chr1	3865717	3883741	1	lightgray	DFFB
chr1	3865762	3883741	1	lightgray	DFFB
chr1	3885429	3885429	1	lightgray	DFFB
chr1	3885429	3885429	1	lightgray	DFFB
chr1	3885429	3885429	1	lightgray	DFFB
chr1	3885429	3885429	1	lightgray	DFFB
chr1	3889959	3900186	1	lightgray	C1orf174
chr1	3915447	3915447	1	lightgray	LINC01134
chr1	3948980	3948980	1	lightgray	LINC01345
chr1	3952583	3952583	1	lightgray	LINC01346
chr1	4424684	4424684	1	lightgray	LINC01777
chr1	4583706	4583706	1	lightgray	LINC01646
chr1	4655425	4774499	1	lightgray	AJAP1
chr1	4655425	4774499	1	lightgray	AJAP1
chr1	5862741	5862741	1	lightgray	MIR4689
chr1	5863264	5927723	1	lightgray	NPHP4
chr1	5863264	5927723	1	lightgray	NPHP4
chr1	5863264	5986289	1	lightgray	NPHP4
chr1	5992425	5992425	1	lightgray	NPHP4
chr1	6040568	6098574	1	lightgray	KCNAB2
chr1	6040568	6098574	1	lightgray	KCNAB2
chr1	6040568	6098574	1	lightgray	KCNAB2
chr1	6040568	6098574	1	lightgray	KCNAB2
chr1	6051536	6098574	1	lightgray	KCNAB2
chr1	6082194	6098574	1	lightgray	KCNAB2
chr1	6106279	6180023	1	lightgray	CHD5
chr1	6186671	6199573	1	lightgray	RPL22
chr1	6205780	6205780	1	lightgray	RNF207-AS1
chr1	6206535	6219407	1	lightgray	RNF207
chr1	6225079	6235911	1	lightgray	ICMT
chr1	6239444	6239444	1	lightgray	ICMT-DT
chr1	6244365	6245507	1	lightgray	HES3
chr1	6249337	6254905	1	lightgray	GPR153
chr1	6264596	6358845	1	lightgray	ACOT7
chr1	6264596	6360652	1	lightgray	ACOT7
chr1	6264596	6385666	1	lightgray	ACOT7
chr1	6264596	6393399	1	lightgray	ACOT7
chr1	6418872	6419820	1	lightgray	HES2
chr1	6424955	6460146	1	lightgray	ESPN
chr1	6424955	6460146	1	lightgray	ESPN
chr1	6424955	6460146	1	lightgray	ESPN
chr1	6429896	6429896	1	lightgray	MIR4252
chr1	6461433	6466107	1	lightgray	TNFRSF25
chr1	6461433	6466107	1	lightgray	TNFRSF25
chr1	6461433	6466107	1	lightgray	TNFRSF25
chr1	6461433	6466107	1	lightgray	TNFRSF25
chr1	6461433	6466107	1	lightgray	TNFRSF25
chr1	6464370	6466107	1	lightgray	TNFRSF25
chr1	6467562	6477571	1	lightgray	PLEKHG5
chr1	6467562	6477571	1	lightgray	PLEKHG5
chr1	6467562	6477571	1	lightgray	PLEKHG5
chr1	6467562	6477571	1	lightgray	PLEKHG5
chr1	6467562	6485443	1	lightgray	PLEKHG5
chr1	6467562	6496516	1	lightgray	PLEKHG5
chr1	6467562	6496516	1	lightgray	PLEKHG5
chr1	6467842	6477571	1	lightgray	PLEKHG5
chr1	6525853	6554502	1	lightgray	NOL9
chr1	6555373	6579584	1	lightgray	TAS1R1
chr1	6555373	6579584	1	lightgray	TAS1R1
chr1	6580609	6589212	1	lightgray	ZBTB48
chr1	6580609	6589212	1	lightgray	ZBTB48
chr1	6580609	6589212	1	lightgray	ZBTB48
chr1	6593364	6602817	1	lightgray	KLHL21
chr1	6594107	6602817	1	lightgray	KLHL21
chr1	6614066	6621637	1	lightgray	PHF13
chr1	6625218	6632922	1	lightgray	THAP3
chr1	6625218	6632922	1	lightgray	THAP3
chr1	6625218	6633077	1	lightgray	THAP3
chr1	6625218	6633077	1	lightgray	THAP3
chr1	6625218	6633077	1	lightgray	THAP3
chr1	6625218	6634088	1	lightgray	THAP3
chr1	6625218	6634088	1	lightgray	THAP3
chr1	6625218	6634088	1	lightgray	THAP3
chr1	6635674	6701800	1	lightgray	DNAJC11
chr1	6730012	6730012	1	lightgray	LINC01672
chr1	6730012	6730012	1	lightgray	LINC01672
chr1	6784980	6784980	1	lightgray	CAMTA1-DT
chr1	6785530	6871765	1	lightgray	CAMTA1
chr1	6785530	6871765	1	lightgray	CAMTA1
chr1	6785530	6887725	1	lightgray	CAMTA1
chr1	6785530	7766491	1	lightgray	CAMTA1
chr1	6785530	7766491	1	lightgray	CAMTA1
chr1	6785530	7766522	1	lightgray	CAMTA1
chr1	6785550	7766491	1	lightgray	CAMTA1
chr1	6785550	7766491	1	lightgray	CAMTA1
chr1	6872016	6872016	1	lightgray	CAMTA1
chr1	6888201	6888201	1	lightgray	CAMTA1
chr1	6888201	6888201	1	lightgray	CAMTA1
chr1	6888201	6888201	1	lightgray	CAMTA1
chr1	7389754	7389754	1	lightgray	CAMTA1-AS2
chr1	7389754	7389754	1	lightgray	CAMTA1-AS2
chr1	7389754	7389754	1	lightgray	CAMTA1-AS2
chr1	7680172	7766522	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766491	1	lightgray	CAMTA1
chr1	7732461	7766522	1	lightgray	CAMTA1
chr1	7732461	7766522	1	lightgray	CAMTA1
chr1	7732461	7766522	1	lightgray	CAMTA1
chr1	7732461	7766522	1	lightgray	CAMTA1
chr1	7732461	7766522	1	lightgray	CAMTA1
chr1	7732461	7766522	1	lightgray	CAMTA1
chr1	7771383	7779645	1	lightgray	VAMP3
chr1	7784877	7842755	1	lightgray	PER3
chr1	7784877	7842755	1	lightgray	PER3
chr1	7784877	7842755	1	lightgray	PER3
chr1	7784877	7842755	1	lightgray	PER3
chr1	7784877	7842755	1	lightgray	PER3
chr1	7784877	7842755	1	lightgray	PER3
chr1	7803131	7842755	1	lightgray	PER3
chr1	7847765	7853003	1	lightgray	UTS2
chr1	7847765	7853431	1	lightgray	UTS2
chr1	7920834	7939994	1	lightgray	TNFRSF9
chr1	7962785	7985054	1	lightgray	PARK7
chr1	7962785	7985054	1	lightgray	PARK7
chr1	8013209	8015619	1	lightgray	ERRFI1
chr1	8215210	8215210	1	lightgray	LINC01714
chr1	8324329	8344013	1	lightgray	SLC45A1
chr1	8324329	8344013	1	lightgray	SLC45A1
chr1	8324329	8344013	1	lightgray	SLC45A1
chr1	8324329	8344013	1	lightgray	SLC45A1
chr1	8325933	8344013	1	lightgray	SLC45A1
chr1	8325933	8344013	1	lightgray	SLC45A1
chr1	8355086	8364133	1	lightgray	RERE
chr1	8355086	8656297	1	lightgray	RERE
chr1	8355086	8656297	1	lightgray	RERE
chr1	8435016	8435016	1	lightgray	RERE-AS1
chr1	8494913	8494913	1	lightgray	SNORD128
chr1	8861359	8868018	1	lightgray	ENO1
chr1	8861359	8874908	1	lightgray	ENO1
chr1	8861359	8874908	1	lightgray	ENO1
chr1	8866590	8866590	1	lightgray	MIR6728
chr1	8879885	8879885	1	lightgray	ENO1-AS1
chr1	8945886	8974444	1	lightgray	CA6
chr1	8945886	8974704	1	lightgray	CA6
chr1	8945886	8974704	1	lightgray	CA6
chr1	8945941	8974704	1	lightgray	CA6
chr1	9003299	9026345	1	lightgray	SLC2A7
chr1	9037585	9041914	1	lightgray	SLC2A5
chr1	9037585	9058189	1	lightgray	SLC2A5
chr1	9037585	9069536	1	lightgray	SLC2A5
chr1	9037585	9069536	1	lightgray	SLC2A5
chr1	9041620	9069536	1	lightgray	SLC2A5
chr1	9104418	9129027	1	lightgray	GPR157
chr1	9151777	9151777	1	lightgray	MIR34A
chr1	9182338	9182338	1	lightgray	MIR34AHG
chr1	9192086	9192086	1	lightgray	LNCTAM34A
chr1	9239995	9264869	1	lightgray	H6PD
chr1	9244934	9264869	1	lightgray	H6PD
chr1	9355891	9367575	1	lightgray	SPSB1
chr1	9428916	9428916	1	lightgray	LINC02606
chr1	9428996	9428996	1	lightgray	LINC02606
chr1	9539691	9582501	1	lightgray	SLC25A33
chr1	9588930	9602291	1	lightgray	TMEM201
chr1	9588930	9613083	1	lightgray	TMEM201
chr1	9654586	9654586	1	lightgray	PIK3CD-AS1
chr1	9687574	9687574	1	lightgray	PIK3CD-AS2
chr1	9687574	9687574	1	lightgray	PIK3CD-AS2
chr1	9687574	9687574	1	lightgray	PIK3CD-AS2
chr1	9710455	9727046	1	lightgray	PIK3CD
chr1	9710455	9727046	1	lightgray	PIK3CD
chr1	9710455	9727046	1	lightgray	PIK3CD
chr1	9730507	9823733	1	lightgray	CLSTN1
chr1	9730507	9823733	1	lightgray	CLSTN1
chr1	9730507	9823733	1	lightgray	CLSTN1
chr1	9850717	9872064	1	lightgray	CTNNBIP1
chr1	9850717	9872064	1	lightgray	CTNNBIP1
chr1	9922254	9936619	1	lightgray	LZIC
chr1	9930355	9936619	1	lightgray	LZIC
chr1	9930398	9936619	1	lightgray	LZIC
chr1	9930398	9936619	1	lightgray	LZIC
chr1	9930398	9942735	1	lightgray	LZIC
chr1	9960787	9960787	1	lightgray	TMEM274P
chr1	9967458	9967458	1	lightgray	MIR5697
chr1	9972073	9981299	1	lightgray	NMNAT1
chr1	9972073	9982701	1	lightgray	NMNAT1
chr1	9972073	9982701	1	lightgray	NMNAT1
chr1	9997258	10015832	1	lightgray	RBP7
chr1	10016021	10016021	1	lightgray	RBP7
chr1	10033670	10179956	1	lightgray	UBE4B
chr1	10033670	10179956	1	lightgray	UBE4B
chr1	10232328	10304647	1	lightgray	KIF1B
chr1	10232328	10304647	1	lightgray	KIF1B
chr1	10232328	10376587	1	lightgray	KIF1B
chr1	10232328	10376587	1	lightgray	KIF1B
chr1	10232328	10376587	1	lightgray	KIF1B
chr1	10399117	10419749	1	lightgray	PGD
chr1	10399117	10419749	1	lightgray	PGD
chr1	10399659	10419749	1	lightgray	PGD
chr1	10430517	10442405	1	lightgray	CENPS
chr1	10430517	10442405	1	lightgray	CENPS-CORT
chr1	10430517	10451401	1	lightgray	CENPS-CORT
chr1	10430517	10451595	1	lightgray	CENPS-CORT
chr1	10431289	10451595	1	lightgray	CENPS-CORT
chr1	10442808	10442808	1	lightgray	CENPS
chr1	10450223	10451595	1	lightgray	CORT
chr1	10452153	10452153	1	lightgray	CENPS-CORT
chr1	10461489	10472458	1	lightgray	DFFA
chr1	10463033	10472458	1	lightgray	DFFA
chr1	10474966	10629987	1	lightgray	PEX14
chr1	10638941	10693889	1	lightgray	CASZ1
chr1	10647796	10693889	1	lightgray	CASZ1
chr1	10947662	10964226	1	lightgray	C1orf127
chr1	10947662	10982037	1	lightgray	C1orf127
chr1	11013727	11022654	1	lightgray	TARDBP
chr1	11026884	11047207	1	lightgray	MASP2
chr1	11044939	11047207	1	lightgray	MASP2
chr1	11054864	11059943	1	lightgray	SRM
chr1	11066717	11099831	1	lightgray	EXOSC10
chr1	11066717	11099831	1	lightgray	EXOSC10
chr1	11102105	11102105	1	lightgray	EXOSC10-AS1
chr1	11102105	11102105	1	lightgray	EXOSC10-AS1
chr1	11102105	11102105	1	lightgray	EXOSC10-AS1
chr1	11107484	11243277	1	lightgray	MTOR
chr1	11107484	11259409	1	lightgray	MTOR
chr1	11107484	11259409	1	lightgray	MTOR
chr1	11149538	11149538	1	lightgray	MTOR-AS1
chr1	11189579	11195023	1	lightgray	ANGPTL7
chr1	11273531	11286131	1	lightgray	UBIAD1
chr1	11273531	11294883	1	lightgray	UBIAD1
chr1	11273531	11294890	1	lightgray	UBIAD1
chr1	11500992	11536686	1	lightgray	DISP3
chr1	11613355	11613355	1	lightgray	LINC01647
chr1	11648693	11654340	1	lightgray	FBXO2
chr1	11655835	11661273	1	lightgray	FBXO44
chr1	11655835	11661273	1	lightgray	FBXO44
chr1	11655835	11661273	1	lightgray	FBXO44
chr1	11655835	11661305	1	lightgray	FBXO44
chr1	11655835	11661305	1	lightgray	FBXO44
chr1	11655835	11661305	1	lightgray	FBXO44
chr1	11655835	11661305	1	lightgray	FBXO44
chr1	11663327	11663327	1	lightgray	FBXO44
chr1	11668658	11673851	1	lightgray	FBXO6
chr1	11674774	11680601	1	lightgray	MAD2L2
chr1	11674774	11680601	1	lightgray	MAD2L2
chr1	11706258	11719696	1	lightgray	DRAXIN
chr1	11736208	11748593	1	lightgray	AGTRAP
chr1	11736208	11750104	1	lightgray	AGTRAP
chr1	11736208	11750104	1	lightgray	AGTRAP
chr1	11736208	11750192	1	lightgray	AGTRAP
chr1	11736208	11750192	1	lightgray	AGTRAP
chr1	11764400	11789446	1	lightgray	C1orf167
chr1	11779619	11779619	1	lightgray	C1orf167-AS1
chr1	11790679	11803116	1	lightgray	MTHFR
chr1	11790679	11803514	1	lightgray	MTHFR
chr1	11806262	11840223	1	lightgray	CLCN6
chr1	11806262	11840223	1	lightgray	CLCN6
chr1	11843130	11843130	1	lightgray	CLCN6
chr1	11846008	11847684	1	lightgray	NPPA
chr1	11847616	11847616	1	lightgray	NPPA-AS1
chr1	11857654	11858833	1	lightgray	NPPB
chr1	11908272	11908272	1	lightgray	RNU5E-1
chr1	11920314	11926237	1	lightgray	KIAA2013
chr1	11934779	11974808	1	lightgray	PLOD1
chr1	11934779	11974808	1	lightgray	PLOD1
chr1	11989168	12011565	1	lightgray	MFN2
chr1	11989168	12011565	1	lightgray	MFN2
chr1	12021726	12031808	1	lightgray	MIIP
chr1	12029222	12029222	1	lightgray	MIR6729
chr1	12063598	12142531	1	lightgray	TNFRSF8
chr1	12104443	12142531	1	lightgray	TNFRSF8
chr1	12167038	12167038	1	lightgray	MIR7846
chr1	12167091	12207020	1	lightgray	TNFRSF1B
chr1	12191773	12191773	1	lightgray	MIR4632
chr1	12234266	12509024	1	lightgray	VPS13D
chr1	12234266	12509024	1	lightgray	VPS13D
chr1	12507397	12507397	1	lightgray	SNORA59A
chr1	12568339	12580606	1	lightgray	DHRS3
chr1	12568339	12580606	1	lightgray	DHRS3
chr1	12568339	12617348	1	lightgray	DHRS3
chr1	12579023	12579023	1	lightgray	MIR6730
chr1	12644546	12666735	1	lightgray	AADACL4
chr1	12716176	12725996	1	lightgray	AADACL3
chr1	12728760	12728760	1	lightgray	AADACL3
chr1	12746430	12760951	1	lightgray	CFAP107
chr1	12746430	12760951	1	lightgray	CFAP107
chr1	12774867	12777599	1	lightgray	PRAMEF12
chr1	12793227	12795996	1	lightgray	PRAMEF1
chr1	12794838	12795996	1	lightgray	PRAMEF1
chr1	12823223	12823223	1	lightgray	LINC01784
chr1	12824941	12828789	1	lightgray	PRAMEF11
chr1	12847407	12848289	1	lightgray	HNRNPCL1
chr1	12859009	12861779	1	lightgray	PRAMEF2
chr1	12879543	12883394	1	lightgray	PRAMEF4
