chr_name	start	end	val	color
chr1	6908726	6913721	0.39	pink
chr1	6913726	6918721	0.4	pink
chr1	6918726	6923721	0.41	pink
chr1	6923726	6928721	0.41	pink
chr1	6928726	6933721	0.37	pink
chr1	6933726	6938721	0.44	pink
chr1	6938726	6943721	0.45	pink
chr1	6943726	6948721	0.41	pink
chr1	6948726	6953721	0.41	pink
chr1	6953726	6958721	0.43	pink
chr1	6958726	6963721	0.4	pink
chr1	6963726	6968721	0.51	pink
chr1	6968726	6973721	0.5	pink
chr1	6973726	6978721	0.51	pink
chr1	6978726	6983721	0.49	pink
chr1	6983726	6988721	0.51	pink
chr1	6988726	6993721	0.47	pink
chr1	6993726	6998721	0.48	pink
chr1	6998726	7003721	0.53	pink
chr1	7003726	7008721	0.42	pink
chr1	7008726	7013721	0.51	pink
chr1	7013726	7018721	0.52	pink
chr1	7018726	7023721	0.55	pink
chr1	7023726	7028721	0.51	pink
chr1	7028726	7033721	0.5	pink
chr1	7033726	7038721	0.49	pink
chr1	7038726	7043721	0.49	pink
chr1	7043726	7048721	0.5	pink
chr1	7048726	7053721	0.41	pink
chr1	7053726	7058721	0.42	pink
chr1	7058726	7063721	0.47	pink
chr1	7063726	7068721	0.48	pink
chr1	7068726	7073721	0.55	pink
chr1	7073726	7078721	0.5	pink
chr1	7078726	7083721	0.49	pink
chr1	7083726	7088721	0.47	pink
chr1	7088726	7093721	0.37	pink
chr1	7093726	7098721	0.42	pink
chr1	7098726	7103721	0.47	pink
chr1	7103726	7108721	0.5	pink
chr1	7108726	7113721	0.57	pink
chr1	7113726	7118721	0.53	pink
chr1	7118726	7123721	0.51	pink
chr1	7123726	7128721	0.48	pink
chr1	7128726	7133721	0.49	pink
chr1	7133726	7138721	0.42	pink
chr1	7138726	7143721	0.44	pink
chr1	7143726	7148721	0.5	pink
chr1	7148726	7153721	0.48	pink
chr1	7153726	7158721	0.5	pink
chr1	7158726	7163721	0.5	pink
chr1	7163726	7168721	0.46	pink
chr1	7168726	7173721	0.5	pink
chr1	7173726	7178721	0.49	pink
chr1	7178726	7183721	0.51	pink
chr1	7183726	7188721	0.51	pink
chr1	7188726	7193721	0.4	pink
chr1	7193726	7198721	0.45	pink
chr1	7198726	7203721	0.44	pink
chr1	7203726	7208721	0.47	pink
chr1	7208726	7213721	0.53	pink
chr1	7213726	7218721	0.49	pink
chr1	7218726	7223721	0.46	pink
chr1	7223726	7228721	0.42	pink
chr1	7228726	7233721	0.43	pink
chr1	7233726	7238721	0.52	pink
chr1	7238726	7243721	0.38	pink
chr1	7243726	7248721	0.4	pink
chr1	7248726	7253721	0.43	pink
chr1	7253726	7258721	0.47	pink
chr1	7258726	7263721	0.39	pink
chr1	7263726	7268721	0.41	pink
chr1	7268726	7273721	0.38	pink
chr1	7273726	7278721	0.4	pink
chr1	7278726	7283721	0.5	pink
chr1	7283726	7288721	0.5	pink
chr1	7288726	7293721	0.55	pink
chr1	7293726	7298721	0.49	pink
chr1	7298726	7303721	0.38	pink
chr1	7303726	7308721	0.45	pink
chr1	7308726	7313721	0.48	pink
chr1	7313726	7318721	0.47	pink
chr1	7318726	7323721	0.45	pink
chr1	7323726	7328721	0.47	pink
chr1	7328726	7333721	0.35	pink
chr1	7333726	7338721	0.34	pink
chr1	7338726	7343721	0.45	pink
chr1	7343726	7348721	0.49	pink
chr1	7348726	7353721	0.49	pink
chr1	7353726	7358721	0.48	pink
chr1	7358726	7363721	0.46	pink
chr1	7363726	7368721	0.32	pink
chr1	7368726	7373721	0.39	pink
chr1	7373726	7378721	0.48	pink
chr1	7378726	7383721	0.44	pink
chr1	7383726	7388721	0.43	pink
chr1	7388726	7393721	0.45	pink
chr1	7393726	7398721	0.49	pink
chr1	7398726	7403721	0.49	pink
chr1	7403726	7408721	0.5	pink
chr1	7408726	7413721	0.52	pink
chr1	7413726	7418721	0.5	pink
chr1	7418726	7423721	0.49	pink
chr1	7423726	7428721	0.53	pink
chr1	7428726	7433721	0.51	pink
chr1	7433726	7438721	0.5	pink
chr1	7438726	7443721	0.45	pink
chr1	7443726	7448721	0.54	pink
chr1	7448726	7453721	0.52	pink
chr1	7453726	7458721	0.35	pink
chr1	7458726	7463721	0.4	pink
chr1	7463726	7468721	0.54	pink
chr1	7468726	7473721	0.48	pink
chr1	7473726	7478721	0.44	pink
chr1	7478726	7483721	0.55	pink
chr1	7483726	7488721	0.53	pink
chr1	7488726	7493721	0.52	pink
chr1	7493726	7498721	0.57	pink
chr1	7498726	7503721	0.55	pink
chr1	7503726	7508721	0.56	pink
chr1	7508726	7513721	0.54	pink
chr1	7513726	7518721	0.57	pink
chr1	7518726	7523721	0.53	pink
chr1	7523726	7528721	0.52	pink
chr1	7528726	7533721	0.59	pink
chr1	7533726	7538721	0.56	pink
chr1	7538726	7543721	0.52	pink
chr1	7543726	7548721	0.55	pink
chr1	7548726	7553721	0.51	pink
chr1	7553726	7558721	0.54	pink
chr1	7558726	7563721	0.54	pink
chr1	7563726	7568721	0.58	pink
chr1	7568726	7573721	0.53	pink
chr1	7573726	7578721	0.53	pink
chr1	7578726	7583721	0.49	pink
chr1	7583726	7588721	0.53	pink
chr1	7588726	7593721	0.53	pink
chr1	7593726	7598721	0.55	pink
chr1	7598726	7603721	0.47	pink
chr1	7603726	7608721	0.44	pink
chr1	7608726	7613721	0.57	pink
chr1	7613726	7618721	0.55	pink
chr1	7618726	7623721	0.59	pink
chr1	7623726	7628721	0.53	pink
chr1	7628726	7633721	0.46	pink
chr1	7633726	7638721	0.52	pink
chr1	7638726	7643721	0.55	pink
chr1	7643726	7648721	0.57	pink
chr1	7648726	7653721	0.52	pink
chr1	7653726	7658721	0.5	pink
chr1	7658726	7663721	0.46	pink
chr1	7663726	7668721	0.5	pink
chr1	7668726	7673721	0.56	pink
chr1	7673726	7678721	0.52	pink
chr1	7678726	7683721	0.49	pink
chr1	7683726	7688721	0.51	pink
chr1	7688726	7693721	0.57	pink
chr1	7693726	7698721	0.56	pink
chr1	7698726	7703721	0.59	pink
chr1	7703726	7708721	0.57	pink
chr1	7708726	7713721	0.56	pink
chr1	7713726	7718721	0.51	pink
chr1	7718726	7723721	0.57	pink
chr1	7723726	7728721	0.59	pink
chr1	7728726	7733721	0.59	pink
chr1	7733726	7738721	0.56	pink
chr1	7738726	7743721	0.6	pink
chr1	7743726	7748721	0.56	pink
chr1	7748726	7753721	0.52	pink
chr1	7753726	7758721	0.5	pink
chr1	7758726	7763721	0.46	pink
chr1	7763726	7768721	0.58	pink
chr1	7768726	7773721	0.42	pink
chr1	7773726	7778721	0.43	pink
chr1	7778726	7783721	0.43	pink
chr1	7783726	7788721	0.47	pink
chr1	7788726	7793721	0.45	pink
chr1	7793726	7798721	0.47	pink
chr1	7798726	7803721	0.42	pink
chr1	7803726	7808721	0.44	pink
chr1	7808726	7813721	0.41	pink
chr1	7813726	7818721	0.39	pink
chr1	7818726	7823721	0.37	pink
chr1	7823726	7828721	0.37	pink
chr1	7828726	7833721	0.47	pink
chr1	7833726	7838721	0.4	pink
chr1	7838726	7843721	0.45	pink
chr1	7843726	7848721	0.49	pink
chr1	7848726	7853721	0.42	pink
chr1	7853726	7858721	0.45	pink
chr1	7858726	7863721	0.4	pink
chr1	7863726	7868721	0.42	pink
chr1	7868726	7873721	0.39	pink
chr1	7873726	7878721	0.37	pink
chr1	7878726	7883721	0.4	pink
chr1	7883726	7888721	0.41	pink
chr1	7888726	7893721	0.37	pink
chr1	7893726	7898721	0.41	pink
chr1	7898726	7903721	0.4	pink
chr1	7903726	7908721	0.41	pink
chr1	7908726	7913721	0.41	pink
chr1	7913726	7918721	0.47	pink
chr1	7918726	7923721	0.49	pink
chr1	7923726	7928721	0.52	pink
chr1	7928726	7933721	0.45	pink
chr1	7933726	7938721	0.47	pink
chr1	7938726	7943721	0.37	pink
chr1	7943726	7948721	0.48	pink
chr1	7948726	7953721	0.46	pink
chr1	7953726	7958721	0.42	pink
chr1	7958726	7963721	0.47	pink
chr1	7963726	7968721	0.43	pink
chr1	7968726	7973721	0.47	pink
chr1	7973726	7978721	0.45	pink
chr1	7978726	7983721	0.45	pink
chr1	7983726	7988721	0.42	pink
chr1	7988726	7993721	0.44	pink
chr1	7993726	7998721	0.44	pink
chr1	7998726	8003721	0.46	pink
chr1	8003726	8008721	0.42	pink
chr1	8008726	8013721	0.51	pink
chr1	8013726	8018721	0.48	pink
chr1	8018726	8023721	0.46	pink
chr1	8023726	8028721	0.42	pink
chr1	8028726	8033721	0.45	pink
chr1	8033726	8038721	0.45	pink
chr1	8038726	8043721	0.47	pink
chr1	8043726	8048721	0.5	pink
chr1	8048726	8053721	0.46	pink
chr1	8053726	8058721	0.43	pink
chr1	8058726	8063721	0.45	pink
chr1	8063726	8068721	0.45	pink
chr1	8068726	8073721	0.44	pink
chr1	8073726	8078721	0.4	pink
chr1	8078726	8083721	0.39	pink
chr1	8083726	8088721	0.5	pink
chr1	8088726	8093721	0.4	pink
chr1	8093726	8098721	0.43	pink
chr1	8098726	8103721	0.39	pink
chr1	8103726	8108721	0.42	pink
chr1	8108726	8113721	0.45	pink
chr1	8113726	8118721	0.45	pink
chr1	8118726	8123721	0.45	pink
chr1	8123726	8128721	0.44	pink
chr1	8128726	8133721	0.42	pink
chr1	8133726	8138721	0.46	pink
chr1	8138726	8143721	0.45	pink
chr1	8143726	8148721	0.41	pink
chr1	8148726	8153721	0.44	pink
chr1	8153726	8158721	0.4	pink
chr1	8158726	8163721	0.38	pink
chr1	8163726	8168721	0.42	pink
chr1	8168726	8173721	0.42	pink
chr1	8173726	8178721	0.49	pink
chr1	8178726	8183721	0.45	pink
chr1	8183726	8188721	0.47	pink
chr1	8188726	8193721	0.48	pink
chr1	8193726	8198721	0.46	pink
chr1	8198726	8203721	0.45	pink
chr1	8203726	8208721	0.5	pink
chr1	8208726	8213721	0.44	pink
chr1	8213726	8218721	0.48	pink
chr1	8218726	8223721	0.48	pink
chr1	8223726	8228721	0.48	pink
chr1	8228726	8233721	0.5	pink
chr1	8233726	8238721	0.44	pink
chr1	8238726	8243721	0.4	pink
chr1	8243726	8248721	0.44	pink
chr1	8248726	8253721	0.46	pink
chr1	8253726	8258721	0.47	pink
chr1	8258726	8263721	0.53	pink
chr1	8263726	8268721	0.47	pink
chr1	8268726	8273721	0.53	pink
chr1	8273726	8278721	0.52	pink
chr1	8278726	8283721	0.48	pink
chr1	8283726	8288721	0.48	pink
chr1	8288726	8293721	0.48	pink
chr1	8293726	8298721	0.49	pink
chr1	8298726	8303721	0.5	pink
chr1	8303726	8308721	0.45	pink
chr1	8308726	8313721	0.48	pink
chr1	8313726	8318721	0.47	pink
chr1	8318726	8323721	0.45	pink
chr1	8323726	8328721	0.47	pink
chr1	8328726	8333721	0.47	pink
chr1	8333726	8338721	0.5	pink
chr1	8338726	8343721	0.47	pink
chr1	8343726	8348721	0.42	pink
chr1	8348726	8353721	0.44	pink
chr1	8353726	8358721	0.47	pink
chr1	8358726	8363721	0.44	pink
chr1	8363726	8368721	0.46	pink
chr1	8368726	8373721	0.43	pink
chr1	8373726	8378721	0.57	pink
chr1	8378726	8383721	0.48	pink
chr1	8383726	8388721	0.51	pink
chr1	8388726	8393721	0.52	pink
chr1	8393726	8398721	0.53	pink
chr1	8398726	8403721	0.53	pink
chr1	8403726	8408721	0.55	pink
chr1	8408726	8413721	0.57	pink
chr1	8413726	8418721	0.56	pink
chr1	8418726	8423721	0.62	pink
chr1	8423726	8428721	0.52	pink
chr1	8428726	8433721	0.47	pink
chr1	8433726	8438721	0.44	pink
chr1	8438726	8443721	0.48	pink
chr1	8443726	8448721	0.41	pink
chr1	8448726	8453721	0.43	pink
chr1	8453726	8458721	0.41	pink
chr1	8458726	8463721	0.42	pink
chr1	8463726	8468721	0.43	pink
chr1	8468726	8473721	0.43	pink
chr1	8473726	8478721	0.42	pink
chr1	8478726	8483721	0.42	pink
chr1	8483726	8488721	0.5	pink
chr1	8488726	8493721	0.44	pink
chr1	8493726	8498721	0.43	pink
chr1	8498726	8503721	0.45	pink
chr1	8503726	8508721	0.46	pink
chr1	8508726	8513721	0.46	pink
chr1	8513726	8518721	0.44	pink
chr1	8518726	8523721	0.39	pink
chr1	8523726	8528721	0.43	pink
chr1	8528726	8533721	0.44	pink
chr1	8533726	8538721	0.41	pink
chr1	8538726	8543721	0.39	pink
chr1	8543726	8548721	0.37	pink
chr1	8548726	8553721	0.39	pink
chr1	8553726	8558721	0.42	pink
chr1	8558726	8563721	0.57	pink
chr1	8563726	8568721	0.41	pink
chr1	8568726	8573721	0.44	pink
chr1	8573726	8578721	0.42	pink
chr1	8578726	8583721	0.39	pink
chr1	8583726	8588721	0.4	pink
chr1	8588726	8593721	0.42	pink
chr1	8593726	8598721	0.38	pink
chr1	8598726	8603721	0.38	pink
chr1	8603726	8608721	0.37	pink
chr1	8608726	8613721	0.42	pink
chr1	8613726	8618721	0.39	pink
chr1	8618726	8623721	0.39	pink
chr1	8623726	8628721	0.41	pink
chr1	8628726	8633721	0.36	pink
chr1	8633726	8638721	0.39	pink
chr1	8638726	8643721	0.39	pink
chr1	8643726	8648721	0.38	pink
chr1	8648726	8653721	0.43	pink
chr1	8653726	8658721	0.41	pink
chr1	8658726	8663721	0.43	pink
chr1	8663726	8668721	0.42	pink
chr1	8668726	8673721	0.41	pink
chr1	8673726	8678721	0.38	pink
chr1	8678726	8683721	0.38	pink
chr1	8683726	8688721	0.39	pink
chr1	8688726	8693721	0.39	pink
chr1	8693726	8698721	0.39	pink
chr1	8698726	8703721	0.37	pink
chr1	8703726	8708721	0.4	pink
chr1	8708726	8713721	0.42	pink
chr1	8713726	8718721	0.43	pink
chr1	8718726	8723721	0.41	pink
chr1	8723726	8728721	0.42	pink
chr1	8728726	8733721	0.41	pink
chr1	8733726	8738721	0.41	pink
chr1	8738726	8743721	0.37	pink
chr1	8743726	8748721	0.42	pink
chr1	8748726	8753721	0.39	pink
chr1	8753726	8758721	0.39	pink
chr1	8758726	8763721	0.44	pink
chr1	8763726	8768721	0.41	pink
chr1	8768726	8773721	0.4	pink
chr1	8773726	8778721	0.38	pink
chr1	8778726	8783721	0.42	pink
chr1	8783726	8788721	0.41	pink
chr1	8788726	8793721	0.44	pink
chr1	8793726	8798721	0.41	pink
chr1	8798726	8803721	0.4	pink
chr1	8803726	8808721	0.42	pink
chr1	8808726	8813721	0.37	pink
chr1	8813726	8818721	0.37	pink
chr1	8818726	8823721	0.4	pink
chr1	8823726	8828721	0.41	pink
chr1	8828726	8833721	0.41	pink
chr1	8833726	8838721	0.41	pink
chr1	8838726	8843721	0.44	pink
chr1	8843726	8848721	0.43	pink
chr1	8848726	8853721	0.41	pink
chr1	8853726	8858721	0.43	pink
chr1	8858726	8863721	0.43	pink
chr1	8863726	8868721	0.42	pink
chr1	8868726	8873721	0.41	pink
chr1	8873726	8878721	0.46	pink
chr1	8878726	8883721	0.41	pink
chr1	8883726	8888721	0.48	pink
chr1	8888726	8893721	0.47	pink
chr1	8893726	8898721	0.43	pink
chr1	8898726	8903721	0.49	pink
chr1	8903726	8908721	0.51	pink
chr1	8908726	8913721	0.49	pink
chr1	8913726	8918721	0.49	pink
chr1	8918726	8923721	0.5	pink
chr1	8923726	8928721	0.5	pink
chr1	8928726	8933721	0.48	pink
chr1	8933726	8938721	0.5	pink
chr1	8938726	8943721	0.51	pink
chr1	8943726	8948721	0.5	pink
chr1	8948726	8953721	0.48	pink
chr1	8953726	8958721	0.44	pink
chr1	8958726	8963721	0.48	pink
chr1	8963726	8968721	0.47	pink
chr1	8968726	8973721	0.49	pink
chr1	8973726	8978721	0.46	pink
chr1	8978726	8983721	0.49	pink
chr1	8983726	8988721	0.48	pink
chr1	8988726	8993721	0.45	pink
chr1	8993726	8998721	0.46	pink
chr1	8998726	9003721	0.47	pink
chr1	9003726	9008721	0.51	pink
chr1	9008726	9013721	0.5	pink
chr1	9013726	9018721	0.49	pink
chr1	9018726	9023721	0.45	pink
chr1	9023726	9028721	0.48	pink
chr1	9028726	9033721	0.47	pink
chr1	9033726	9038721	0.48	pink
chr1	9038726	9043721	0.44	pink
chr1	9043726	9048721	0.5	pink
chr1	9048726	9053721	0.49	pink
chr1	9053726	9058721	0.46	pink
chr1	9058726	9063721	0.49	pink
chr1	9063726	9068721	0.53	pink
chr1	9068726	9073721	0.51	pink
chr1	9073726	9078721	0.54	pink
chr1	9078726	9083721	0.51	pink
chr1	9083726	9088721	0.51	pink
chr1	9088726	9093721	0.5	pink
chr1	9093726	9098721	0.51	pink
chr1	9098726	9103721	0.56	pink
chr1	9103726	9108721	0.45	pink
chr1	9108726	9113721	0.39	pink
chr1	9113726	9118721	0.47	pink
chr1	9118726	9123721	0.49	pink
chr1	9123726	9128721	0.5	pink
chr1	9128726	9133721	0.52	pink
chr1	9133726	9138721	0.46	pink
chr1	9138726	9143721	0.44	pink
chr1	9143726	9148721	0.49	pink
chr1	9148726	9153721	0.44	pink
chr1	9153726	9158721	0.46	pink
chr1	9158726	9163721	0.5	pink
chr1	9163726	9168721	0.56	pink
chr1	9168726	9173721	0.54	pink
chr1	9173726	9178721	0.46	pink
chr1	9178726	9183721	0.47	pink
chr1	9183726	9188721	0.46	pink
chr1	9188726	9193721	0.51	pink
chr1	9193726	9198721	0.49	pink
chr1	9198726	9203721	0.48	pink
chr1	9203726	9208721	0.49	pink
chr1	9208726	9213721	0.52	pink
chr1	9213726	9218721	0.52	pink
chr1	9218726	9223721	0.51	pink
chr1	9223726	9228721	0.52	pink
chr1	9228726	9233721	0.5	pink
chr1	9233726	9238721	0.48	pink
chr1	9238726	9243721	0.58	pink
chr1	9243726	9248721	0.5	pink
chr1	9248726	9253721	0.5	pink
chr1	9253726	9258721	0.51	pink
chr1	9258726	9263721	0.53	pink
chr1	9263726	9268721	0.48	pink
chr1	9268726	9273721	0.49	pink
chr1	9273726	9278721	0.5	pink
chr1	9278726	9283721	0.44	pink
chr1	9283726	9288721	0.49	pink
chr1	9288726	9293721	0.5	pink
chr1	9293726	9298721	0.53	pink
chr1	9298726	9303721	0.49	pink
chr1	9303726	9308721	0.56	pink
chr1	9308726	9313721	0.53	pink
chr1	9313726	9318721	0.47	pink
chr1	9318726	9323721	0.52	pink
chr1	9323726	9328721	0.56	pink
chr1	9328726	9333721	0.56	pink
chr1	9333726	9338721	0.48	pink
chr1	9338726	9343721	0.57	pink
chr1	9343726	9348721	0.48	pink
chr1	9348726	9353721	0.55	pink
chr1	9353726	9358721	0.49	pink
chr1	9358726	9363721	0.51	pink
chr1	9363726	9368721	0.54	pink
chr1	9368726	9373721	0.51	pink
chr1	9373726	9378721	0.56	pink
chr1	9378726	9383721	0.57	pink
chr1	9383726	9388721	0.57	pink
chr1	9388726	9393721	0.5	pink
chr1	9393726	9398721	0.53	pink
chr1	9398726	9403721	0.56	pink
chr1	9403726	9408721	0.52	pink
chr1	9408726	9413721	0.57	pink
chr1	9413726	9418721	0.56	pink
chr1	9418726	9423721	0.57	pink
chr1	9423726	9428721	0.54	pink
chr1	9428726	9433721	0.52	pink
chr1	9433726	9438721	0.54	pink
chr1	9438726	9443721	0.54	pink
chr1	9443726	9448721	0.55	pink
chr1	9448726	9453721	0.51	pink
chr1	9453726	9458721	0.54	pink
chr1	9458726	9463721	0.55	pink
chr1	9463726	9468721	0.51	pink
chr1	9468726	9473721	0.49	pink
chr1	9473726	9478721	0.51	pink
chr1	9478726	9483721	0.51	pink
chr1	9483726	9488721	0.49	pink
chr1	9488726	9493721	0.5	pink
chr1	9493726	9498721	0.47	pink
chr1	9498726	9503721	0.5	pink
chr1	9503726	9508721	0.49	pink
chr1	9508726	9513721	0.5	pink
chr1	9513726	9518721	0.5	pink
chr1	9518726	9523721	0.46	pink
chr1	9523726	9528721	0.5	pink
chr1	9528726	9533721	0.51	pink
chr1	9533726	9538721	0.5	pink
chr1	9538726	9543721	0.52	pink
chr1	9543726	9548721	0.51	pink
chr1	9548726	9553721	0.48	pink
chr1	9553726	9558721	0.5	pink
chr1	9558726	9563721	0.45	pink
chr1	9563726	9568721	0.5	pink
chr1	9568726	9573721	0.47	pink
chr1	9573726	9578721	0.48	pink
chr1	9578726	9583721	0.51	pink
chr1	9583726	9588721	0.5	pink
chr1	9588726	9593721	0.5	pink
chr1	9593726	9598721	0.46	pink
chr1	9598726	9603721	0.54	pink
chr1	9603726	9608721	0.46	pink
chr1	9608726	9613721	0.44	pink
chr1	9613726	9618721	0.44	pink
chr1	9618726	9623721	0.43	pink
chr1	9623726	9628721	0.44	pink
chr1	9628726	9633721	0.44	pink
chr1	9633726	9638721	0.47	pink
chr1	9638726	9643721	0.46	pink
chr1	9643726	9648721	0.47	pink
chr1	9648726	9653721	0.62	pink
chr1	9653726	9658721	0.61	pink
chr1	9658726	9663721	0.58	pink
chr1	9663726	9668721	0.58	pink
chr1	9668726	9673721	0.59	pink
chr1	9673726	9678721	0.54	pink
chr1	9678726	9683721	0.5	pink
chr1	9683726	9688721	0.55	pink
chr1	9688726	9693721	0.55	pink
chr1	9693726	9698721	0.49	pink
chr1	9698726	9703721	0.51	pink
chr1	9703726	9708721	0.47	pink
chr1	9708726	9713721	0.57	pink
chr1	9713726	9718721	0.51	pink
chr1	9718726	9723721	0.48	pink
chr1	9723726	9728721	0.47	pink
chr1	9728726	9733721	0.47	pink
chr1	9733726	9738721	0.51	pink
chr1	9738726	9743721	0.5	pink
chr1	9743726	9748721	0.52	pink
chr1	9748726	9753721	0.54	pink
chr1	9753726	9758721	0.46	pink
chr1	9758726	9763721	0.51	pink
chr1	9763726	9768721	0.44	pink
chr1	9768726	9773721	0.48	pink
chr1	9773726	9778721	0.58	pink
chr1	9778726	9783721	0.63	pink
chr1	9783726	9788721	0.55	pink
chr1	9788726	9793721	0.55	pink
chr1	9793726	9798721	0.53	pink
chr1	9798726	9803721	0.46	pink
chr1	9803726	9808721	0.48	pink
chr1	9808726	9813721	0.47	pink
chr1	9813726	9818721	0.46	pink
chr1	9818726	9823721	0.49	pink
chr1	9823726	9828721	0.5	pink
chr1	9828726	9833721	0.46	pink
chr1	9833726	9838721	0.46	pink
chr1	9838726	9843721	0.43	pink
chr1	9843726	9848721	0.48	pink
chr1	9848726	9853721	0.47	pink
chr1	9853726	9858721	0.46	pink
chr1	9858726	9863721	0.44	pink
chr1	9863726	9868721	0.47	pink
chr1	9868726	9873721	0.48	pink
chr1	9873726	9878721	0.44	pink
chr1	9878726	9883721	0.43	pink
chr1	9883726	9888721	0.55	pink
chr1	9888726	9893721	0.49	pink
chr1	9893726	9898721	0.53	pink
chr1	9898726	9903721	0.55	pink
chr1	9903726	9908721	0.54	pink
chr1	9908726	9913721	0.56	pink
chr1	9913726	9918721	0.45	pink
chr1	9918726	9923721	0.53	pink
chr1	9923726	9928721	0.54	pink
chr1	9928726	9933721	0.56	pink
chr1	9933726	9938721	0.5	pink
chr1	9938726	9943721	0.51	pink
chr1	9943726	9948721	0.53	pink
chr1	9948726	9953721	0.51	pink
chr1	9953726	9958721	0.48	pink
chr1	9958726	9963721	0.49	pink
chr1	9963726	9968721	0.48	pink
chr1	9968726	9973721	0.55	pink
chr1	9973726	9978721	0.43	pink
chr1	9978726	9983721	0.47	pink
chr1	9983726	9988721	0.44	pink
chr1	9988726	9993721	0.42	pink
chr1	9993726	9998721	0.44	pink
chr1	9998726	10003721	0.47	pink
chr1	10003726	10008721	0.45	pink
chr1	10008726	10013721	0.47	pink
chr1	10013726	10018721	0.45	pink
chr1	10018726	10023721	0.46	pink
chr1	10023726	10028721	0.45	pink
chr1	10028726	10033721	0.46	pink
chr1	10033726	10038721	0.48	pink
chr1	10038726	10043721	0.47	pink
