chr_name	start	end	val	color	gene
chr1	1288983	1296643	1	lightgray	MXRA8
chr1	1309180	1310136	1	lightgray	AURKAIP1
chr1	1309180	1310136	1	lightgray	AURKAIP1
chr1	1309180	1310136	1	lightgray	AURKAIP1
chr1	1322610	1326238	1	lightgray	CCNL2
chr1	1322610	1326238	1	lightgray	CCNL2
chr1	1322610	1326238	1	lightgray	CCNL2
chr1	1322610	1326238	1	lightgray	CCNL2
chr1	1322610	1326942	1	lightgray	CCNL2
chr1	1322610	1326942	1	lightgray	CCNL2
chr1	1322610	1334686	1	lightgray	CCNL2
chr1	1328161	1334686	1	lightgray	CCNL2
chr1	1334715	1334715	1	lightgray	CCNL2
chr1	1334715	1334715	1	lightgray	CCNL2
chr1	1334715	1334715	1	lightgray	CCNL2
chr1	1337426	1337426	1	lightgray	MRPL20-AS1
chr1	1337462	1342597	1	lightgray	MRPL20
chr1	1337948	1342597	1	lightgray	MRPL20
chr1	1346064	1346064	1	lightgray	MRPL20-DT
chr1	1354479	1356385	1	lightgray	ANKRD65
chr1	1354613	1356385	1	lightgray	ANKRD65
chr1	1354613	1356385	1	lightgray	ANKRD65
chr1	1354921	1356385	1	lightgray	ANKRD65
chr1	1354921	1356385	1	lightgray	ANKRD65
chr1	1361507	1363167	1	lightgray	TMEM88B
chr1	1369953	1369953	1	lightgray	LINC01770
chr1	1369953	1369953	1	lightgray	LINC01770
chr1	1369953	1369953	1	lightgray	LINC01770
chr1	1371128	1372823	1	lightgray	VWA1
chr1	1371128	1375167	1	lightgray	VWA1
chr1	1386063	1403910	1	lightgray	ATAD3C
chr1	1407264	1431197	1	lightgray	ATAD3B
chr1	1413879	1431197	1	lightgray	ATAD3B
chr1	1447648	1469452	1	lightgray	ATAD3A
chr1	1447648	1469452	1	lightgray	ATAD3A
chr1	1451423	1469452	1	lightgray	ATAD3A
chr1	1470738	1475726	1	lightgray	TMEM240
chr1	1477445	1509937	1	lightgray	SSU72
chr1	1534714	1535395	1	lightgray	FNDC10
chr1	1542590	1542590	1	lightgray	LOC105378586
chr1	1552703	1552703	1	lightgray	MIB2
chr1	1558832	1565681	1	lightgray	MIB2
chr1	1558832	1565910	1	lightgray	MIB2
chr1	1558832	1565910	1	lightgray	MIB2
chr1	1558832	1565910	1	lightgray	MIB2
chr1	1558832	1565910	1	lightgray	MIB2
chr1	1565985	1565985	1	lightgray	MIB2
chr1	1567597	1570001	1	lightgray	MMP23B
chr1	1571125	1577348	1	lightgray	CDK11B
chr1	1571125	1577849	1	lightgray	CDK11B
chr1	1571125	1588714	1	lightgray	CDK11B
chr1	1571125	1588935	1	lightgray	CDK11B
chr1	1571125	1588935	1	lightgray	CDK11B
chr1	1571125	1588935	1	lightgray	CDK11B
chr1	1597220	1608138	1	lightgray	SLC35E2B
chr1	1597220	1608138	1	lightgray	SLC35E2B
chr1	1633247	1633247	1	lightgray	MMP23A
chr1	1634345	1654257	1	lightgray	CDK11A
chr1	1634345	1654257	1	lightgray	CDK11A
chr1	1634345	1654257	1	lightgray	CDK11A
chr1	1634345	1654257	1	lightgray	CDK11A
chr1	1655796	1655796	1	lightgray	CDK11A
chr1	1655796	1655796	1	lightgray	CDK11A
chr1	1677509	1677509	1	lightgray	SLC35E2A
chr1	1677509	1677509	1	lightgray	SLC35E2A
chr1	1684342	1689970	1	lightgray	NADK
chr1	1684342	1693331	1	lightgray	NADK
chr1	1684342	1696845	1	lightgray	NADK
chr1	1684342	1696845	1	lightgray	NADK
chr1	1684342	1696845	1	lightgray	NADK
chr1	1684342	1696845	1	lightgray	NADK
chr1	1718769	1735987	1	lightgray	GNB1
chr1	1718769	1756892	1	lightgray	GNB1
chr1	1718769	1756892	1	lightgray	GNB1
chr1	1824165	1824165	1	lightgray	GNB1-DT
chr1	1824165	1824165	1	lightgray	GNB1-DT
chr1	1846719	1848632	1	lightgray	CALML6
chr1	1846719	1848632	1	lightgray	CALML6
chr1	1849320	1850704	1	lightgray	TMEM52
chr1	1853725	1922395	1	lightgray	CFAP74
chr1	1950862	1961721	1	lightgray	GABRD
chr1	1981509	1981509	1	lightgray	PRKCZ-DT
chr1	1982069	2116448	1	lightgray	PRKCZ
chr1	2005692	2116448	1	lightgray	PRKCZ
chr1	2075777	2116448	1	lightgray	PRKCZ
chr1	2075777	2116448	1	lightgray	PRKCZ
chr1	2075777	2116448	1	lightgray	PRKCZ
chr1	2075777	2116448	1	lightgray	PRKCZ
chr1	2082252	2116448	1	lightgray	PRKCZ
chr1	2082252	2116448	1	lightgray	PRKCZ
chr1	2115314	2115314	1	lightgray	PRKCZ-AS1
chr1	2116716	2117650	1	lightgray	FAAP20
chr1	2116716	2117650	1	lightgray	FAAP20
chr1	2116716	2126188	1	lightgray	FAAP20
chr1	2116716	2132537	1	lightgray	FAAP20
chr1	2116834	2116834	1	lightgray	PRKCZ
chr1	2116909	2126188	1	lightgray	FAAP20
chr1	2121147	2126188	1	lightgray	FAAP20
chr1	2121147	2130427	1	lightgray	FAAP20
chr1	2121215	2126188	1	lightgray	FAAP20
chr1	2123897	2123897	1	lightgray	LOC112268219
chr1	2124296	2126188	1	lightgray	FAAP20
chr1	2126211	2126211	1	lightgray	FAAP20
chr1	2160205	2238204	1	lightgray	SKI
chr1	2252821	2322972	1	lightgray	MORN1
chr1	2284100	2284100	1	lightgray	LOC100129534
chr1	2286886	2322972	1	lightgray	MORN1
chr1	2322993	2322993	1	lightgray	MORN1
chr1	2327229	2334563	1	lightgray	RER1
chr1	2337204	2340058	1	lightgray	PEX10
chr1	2337204	2340058	1	lightgray	PEX10
chr1	2337204	2343941	1	lightgray	PEX10
chr1	2337204	2343941	1	lightgray	PEX10
chr1	2337204	2343941	1	lightgray	PEX10
chr1	2345266	2345266	1	lightgray	PEX10
chr1	2399058	2435066	1	lightgray	PLCH2
chr1	2408027	2436652	1	lightgray	PLCH2
chr1	2408959	2435424	1	lightgray	PLCH2
chr1	2440285	2458026	1	lightgray	PANK4
chr1	2460907	2461603	1	lightgray	HES5
chr1	2488103	2494307	1	lightgray	TNFRSF14
chr1	2488103	2494712	1	lightgray	TNFRSF14
chr1	2488450	2488450	1	lightgray	TNFRSF14-AS1
chr1	2515973	2515973	1	lightgray	LOC100996583
chr1	2518324	2520853	1	lightgray	PRXL2B
chr1	2518324	2520866	1	lightgray	PRXL2B
chr1	2518324	2520866	1	lightgray	PRXL2B
chr1	2518324	2520866	1	lightgray	PRXL2B
chr1	2518324	2520866	1	lightgray	PRXL2B
chr1	2518324	2520866	1	lightgray	PRXL2B
chr1	2522428	2560923	1	lightgray	MMEL1
chr1	2522907	2522907	1	lightgray	PRXL2B
chr1	2522907	2522907	1	lightgray	PRXL2B
chr1	2572806	2717392	1	lightgray	TTC34
chr1	2938250	2939384	1	lightgray	ACTRT2
chr1	2984289	2984289	1	lightgray	PRDM16-DT
chr1	2984289	2984289	1	lightgray	PRDM16-DT
chr1	2985823	3350375	1	lightgray	PRDM16
chr1	2985823	3350375	1	lightgray	PRDM16
chr1	3044599	3044599	1	lightgray	MIR4251
chr1	3379648	3397151	1	lightgray	ARHGEF16
chr1	3407091	3527832	1	lightgray	MEGF6
chr1	3477354	3477354	1	lightgray	MIR551A
chr1	3541636	3545167	1	lightgray	TPRG1L
chr1	3547538	3566563	1	lightgray	WRAP73
chr1	3598929	3648119	1	lightgray	TP73
chr1	3598929	3649326	1	lightgray	TP73
chr1	3598929	3649326	1	lightgray	TP73
chr1	3598929	3649643	1	lightgray	TP73
chr1	3598929	3649643	1	lightgray	TP73
chr1	3598929	3649643	1	lightgray	TP73
chr1	3607469	3648119	1	lightgray	TP73
chr1	3607469	3649326	1	lightgray	TP73
chr1	3607469	3649326	1	lightgray	TP73
chr1	3607469	3649643	1	lightgray	TP73
chr1	3607469	3649643	1	lightgray	TP73
chr1	3607469	3649643	1	lightgray	TP73
chr1	3624139	3649643	1	lightgray	TP73
chr1	3663335	3663335	1	lightgray	TP73-AS1
chr1	3663937	3663937	1	lightgray	TP73-AS1
chr1	3663937	3663937	1	lightgray	TP73-AS1
chr1	3663937	3663937	1	lightgray	TP73-AS1
chr1	3663937	3663937	1	lightgray	TP73-AS1
chr1	3669045	3688087	1	lightgray	CCDC27
chr1	3691937	3692485	1	lightgray	SMIM1
chr1	3691937	3692485	1	lightgray	SMIM1
chr1	3691937	3692485	1	lightgray	SMIM1
chr1	3691937	3692485	1	lightgray	SMIM1
chr1	3697651	3713040	1	lightgray	LRRC47
chr1	3731965	3768971	1	lightgray	CEP104
chr1	3774167	3800305	1	lightgray	DFFB
chr1	3774167	3800305	1	lightgray	DFFB
chr1	3782281	3800305	1	lightgray	DFFB
chr1	3782326	3800305	1	lightgray	DFFB
chr1	3801993	3801993	1	lightgray	DFFB
chr1	3801993	3801993	1	lightgray	DFFB
chr1	3801993	3801993	1	lightgray	DFFB
chr1	3801993	3801993	1	lightgray	DFFB
chr1	3806523	3816750	1	lightgray	C1orf174
chr1	3832011	3832011	1	lightgray	LINC01134
chr1	4009040	4009040	1	lightgray	LINC01345
chr1	4012643	4012643	1	lightgray	LINC01346
chr1	4484744	4484744	1	lightgray	LINC01777
chr1	4643766	4643766	1	lightgray	LINC01646
chr1	4715485	4834559	1	lightgray	AJAP1
chr1	4715485	4834559	1	lightgray	AJAP1
chr1	5922801	5922801	1	lightgray	MIR4689
chr1	5923324	5987783	1	lightgray	NPHP4
chr1	5923324	5987783	1	lightgray	NPHP4
chr1	5923324	6046349	1	lightgray	NPHP4
chr1	6052485	6052485	1	lightgray	NPHP4
chr1	6100628	6158634	1	lightgray	KCNAB2
chr1	6100628	6158634	1	lightgray	KCNAB2
chr1	6100628	6158634	1	lightgray	KCNAB2
chr1	6100628	6158634	1	lightgray	KCNAB2
chr1	6111596	6158634	1	lightgray	KCNAB2
chr1	6142254	6158634	1	lightgray	KCNAB2
chr1	6166339	6240083	1	lightgray	CHD5
chr1	6246731	6259633	1	lightgray	RPL22
chr1	6265840	6265840	1	lightgray	RNF207-AS1
chr1	6266595	6279467	1	lightgray	RNF207
chr1	6285139	6295971	1	lightgray	ICMT
chr1	6299504	6299504	1	lightgray	ICMT-DT
chr1	6304425	6305567	1	lightgray	HES3
chr1	6309397	6314965	1	lightgray	GPR153
chr1	6324656	6418905	1	lightgray	ACOT7
chr1	6324656	6420712	1	lightgray	ACOT7
chr1	6324656	6445726	1	lightgray	ACOT7
chr1	6324656	6453459	1	lightgray	ACOT7
chr1	6478932	6479880	1	lightgray	HES2
chr1	6485015	6520206	1	lightgray	ESPN
chr1	6485015	6520206	1	lightgray	ESPN
chr1	6485015	6520206	1	lightgray	ESPN
chr1	6489956	6489956	1	lightgray	MIR4252
chr1	6521493	6526167	1	lightgray	TNFRSF25
chr1	6521493	6526167	1	lightgray	TNFRSF25
chr1	6521493	6526167	1	lightgray	TNFRSF25
chr1	6521493	6526167	1	lightgray	TNFRSF25
chr1	6521493	6526167	1	lightgray	TNFRSF25
chr1	6524430	6526167	1	lightgray	TNFRSF25
chr1	6527622	6537631	1	lightgray	PLEKHG5
chr1	6527622	6537631	1	lightgray	PLEKHG5
chr1	6527622	6537631	1	lightgray	PLEKHG5
chr1	6527622	6537631	1	lightgray	PLEKHG5
chr1	6527622	6545503	1	lightgray	PLEKHG5
chr1	6527622	6556576	1	lightgray	PLEKHG5
chr1	6527622	6556576	1	lightgray	PLEKHG5
chr1	6527902	6537631	1	lightgray	PLEKHG5
chr1	6585913	6614562	1	lightgray	NOL9
chr1	6615433	6639644	1	lightgray	TAS1R1
chr1	6615433	6639644	1	lightgray	TAS1R1
chr1	6640669	6649272	1	lightgray	ZBTB48
chr1	6640669	6649272	1	lightgray	ZBTB48
chr1	6640669	6649272	1	lightgray	ZBTB48
chr1	6653424	6662877	1	lightgray	KLHL21
chr1	6654167	6662877	1	lightgray	KLHL21
chr1	6674126	6681697	1	lightgray	PHF13
chr1	6685278	6692982	1	lightgray	THAP3
chr1	6685278	6692982	1	lightgray	THAP3
chr1	6685278	6693137	1	lightgray	THAP3
chr1	6685278	6693137	1	lightgray	THAP3
chr1	6685278	6693137	1	lightgray	THAP3
chr1	6685278	6694148	1	lightgray	THAP3
chr1	6685278	6694148	1	lightgray	THAP3
chr1	6685278	6694148	1	lightgray	THAP3
chr1	6695734	6761860	1	lightgray	DNAJC11
chr1	6790072	6790072	1	lightgray	LINC01672
chr1	6790072	6790072	1	lightgray	LINC01672
chr1	6845040	6845040	1	lightgray	CAMTA1-DT
chr1	6845590	6931825	1	lightgray	CAMTA1
chr1	6845590	6931825	1	lightgray	CAMTA1
chr1	6845590	6947785	1	lightgray	CAMTA1
chr1	6845590	7826551	1	lightgray	CAMTA1
chr1	6845590	7826551	1	lightgray	CAMTA1
chr1	6845590	7826582	1	lightgray	CAMTA1
chr1	6845610	7826551	1	lightgray	CAMTA1
chr1	6845610	7826551	1	lightgray	CAMTA1
chr1	6932076	6932076	1	lightgray	CAMTA1
chr1	6948261	6948261	1	lightgray	CAMTA1
chr1	6948261	6948261	1	lightgray	CAMTA1
chr1	6948261	6948261	1	lightgray	CAMTA1
chr1	7449814	7449814	1	lightgray	CAMTA1-AS2
chr1	7449814	7449814	1	lightgray	CAMTA1-AS2
chr1	7449814	7449814	1	lightgray	CAMTA1-AS2
chr1	7740232	7826582	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826551	1	lightgray	CAMTA1
chr1	7792521	7826582	1	lightgray	CAMTA1
chr1	7792521	7826582	1	lightgray	CAMTA1
chr1	7792521	7826582	1	lightgray	CAMTA1
chr1	7792521	7826582	1	lightgray	CAMTA1
chr1	7792521	7826582	1	lightgray	CAMTA1
chr1	7792521	7826582	1	lightgray	CAMTA1
chr1	7831443	7839705	1	lightgray	VAMP3
chr1	7844937	7902815	1	lightgray	PER3
chr1	7844937	7902815	1	lightgray	PER3
chr1	7844937	7902815	1	lightgray	PER3
chr1	7844937	7902815	1	lightgray	PER3
chr1	7844937	7902815	1	lightgray	PER3
chr1	7844937	7902815	1	lightgray	PER3
chr1	7863191	7902815	1	lightgray	PER3
chr1	7907825	7913063	1	lightgray	UTS2
chr1	7907825	7913491	1	lightgray	UTS2
chr1	7980894	8000054	1	lightgray	TNFRSF9
chr1	8022845	8045114	1	lightgray	PARK7
chr1	8022845	8045114	1	lightgray	PARK7
chr1	8073269	8075679	1	lightgray	ERRFI1
chr1	8275270	8275270	1	lightgray	LINC01714
chr1	8384389	8404073	1	lightgray	SLC45A1
chr1	8384389	8404073	1	lightgray	SLC45A1
chr1	8384389	8404073	1	lightgray	SLC45A1
chr1	8384389	8404073	1	lightgray	SLC45A1
chr1	8385993	8404073	1	lightgray	SLC45A1
chr1	8385993	8404073	1	lightgray	SLC45A1
chr1	8415146	8424193	1	lightgray	RERE
chr1	8415146	8716356	1	lightgray	RERE
chr1	8415146	8716356	1	lightgray	RERE
chr1	8495076	8495076	1	lightgray	RERE-AS1
chr1	8554973	8554973	1	lightgray	SNORD128
chr1	8921418	8928077	1	lightgray	ENO1
chr1	8921418	8934967	1	lightgray	ENO1
chr1	8921418	8934967	1	lightgray	ENO1
chr1	8926649	8926649	1	lightgray	MIR6728
chr1	8939944	8939944	1	lightgray	ENO1-AS1
chr1	9005945	9034503	1	lightgray	CA6
chr1	9005945	9034763	1	lightgray	CA6
chr1	9005945	9034763	1	lightgray	CA6
chr1	9006000	9034763	1	lightgray	CA6
chr1	9063358	9086404	1	lightgray	SLC2A7
chr1	9097644	9101973	1	lightgray	SLC2A5
chr1	9097644	9118248	1	lightgray	SLC2A5
chr1	9097644	9129595	1	lightgray	SLC2A5
chr1	9097644	9129595	1	lightgray	SLC2A5
chr1	9101679	9129595	1	lightgray	SLC2A5
chr1	9164477	9189086	1	lightgray	GPR157
chr1	9211836	9211836	1	lightgray	MIR34A
chr1	9242397	9242397	1	lightgray	MIR34AHG
chr1	9252145	9252145	1	lightgray	LNCTAM34A
chr1	9300054	9324928	1	lightgray	H6PD
chr1	9304993	9324928	1	lightgray	H6PD
chr1	9415950	9427634	1	lightgray	SPSB1
chr1	9488975	9488975	1	lightgray	LINC02606
chr1	9489055	9489055	1	lightgray	LINC02606
chr1	9599750	9642559	1	lightgray	SLC25A33
chr1	9648988	9662349	1	lightgray	TMEM201
chr1	9648988	9673141	1	lightgray	TMEM201
chr1	9714644	9714644	1	lightgray	PIK3CD-AS1
chr1	9747632	9747632	1	lightgray	PIK3CD-AS2
chr1	9747632	9747632	1	lightgray	PIK3CD-AS2
chr1	9747632	9747632	1	lightgray	PIK3CD-AS2
chr1	9770513	9787104	1	lightgray	PIK3CD
chr1	9770513	9787104	1	lightgray	PIK3CD
chr1	9770513	9787104	1	lightgray	PIK3CD
chr1	9790565	9883791	1	lightgray	CLSTN1
chr1	9790565	9883791	1	lightgray	CLSTN1
chr1	9790565	9883791	1	lightgray	CLSTN1
chr1	9910775	9932122	1	lightgray	CTNNBIP1
chr1	9910775	9932122	1	lightgray	CTNNBIP1
chr1	9982312	9996677	1	lightgray	LZIC
chr1	9990413	9996677	1	lightgray	LZIC
chr1	9990456	10002793	1	lightgray	LZIC
chr1	9990456	9996677	1	lightgray	LZIC
chr1	9990456	9996677	1	lightgray	LZIC
chr1	10020845	10020845	1	lightgray	TMEM274P
chr1	10027516	10027516	1	lightgray	MIR5697
chr1	10032131	10041357	1	lightgray	NMNAT1
chr1	10032131	10042759	1	lightgray	NMNAT1
chr1	10032131	10042759	1	lightgray	NMNAT1
chr1	10057316	10075890	1	lightgray	RBP7
chr1	10076079	10076079	1	lightgray	RBP7
chr1	10093728	10240014	1	lightgray	UBE4B
chr1	10093728	10240014	1	lightgray	UBE4B
chr1	10292386	10364705	1	lightgray	KIF1B
chr1	10292386	10364705	1	lightgray	KIF1B
chr1	10292386	10436645	1	lightgray	KIF1B
chr1	10292386	10436645	1	lightgray	KIF1B
chr1	10292386	10436645	1	lightgray	KIF1B
chr1	10459174	10479806	1	lightgray	PGD
chr1	10459174	10479806	1	lightgray	PGD
chr1	10459716	10479806	1	lightgray	PGD
chr1	10490574	10502462	1	lightgray	CENPS
chr1	10490574	10502462	1	lightgray	CENPS-CORT
chr1	10490574	10511458	1	lightgray	CENPS-CORT
chr1	10490574	10511652	1	lightgray	CENPS-CORT
chr1	10491346	10511652	1	lightgray	CENPS-CORT
chr1	10502865	10502865	1	lightgray	CENPS
chr1	10510280	10511652	1	lightgray	CORT
chr1	10512210	10512210	1	lightgray	CENPS-CORT
chr1	10521546	10532515	1	lightgray	DFFA
chr1	10523090	10532515	1	lightgray	DFFA
chr1	10535023	10690044	1	lightgray	PEX14
chr1	10698998	10753946	1	lightgray	CASZ1
chr1	10707853	10753946	1	lightgray	CASZ1
chr1	11007719	11024283	1	lightgray	C1orf127
chr1	11007719	11042094	1	lightgray	C1orf127
chr1	11073784	11082711	1	lightgray	TARDBP
chr1	11086941	11107264	1	lightgray	MASP2
chr1	11104996	11107264	1	lightgray	MASP2
chr1	11114921	11120000	1	lightgray	SRM
chr1	11126774	11159888	1	lightgray	EXOSC10
chr1	11126774	11159888	1	lightgray	EXOSC10
chr1	11162162	11162162	1	lightgray	EXOSC10-AS1
chr1	11162162	11162162	1	lightgray	EXOSC10-AS1
chr1	11162162	11162162	1	lightgray	EXOSC10-AS1
chr1	11167541	11303334	1	lightgray	MTOR
chr1	11167541	11319466	1	lightgray	MTOR
chr1	11167541	11319466	1	lightgray	MTOR
chr1	11209595	11209595	1	lightgray	MTOR-AS1
chr1	11249636	11255080	1	lightgray	ANGPTL7
chr1	11333588	11346188	1	lightgray	UBIAD1
chr1	11333588	11354940	1	lightgray	UBIAD1
chr1	11333588	11354947	1	lightgray	UBIAD1
chr1	11561049	11596743	1	lightgray	DISP3
chr1	11673412	11673412	1	lightgray	LINC01647
chr1	11708750	11714397	1	lightgray	FBXO2
chr1	11715892	11721330	1	lightgray	FBXO44
chr1	11715892	11721330	1	lightgray	FBXO44
chr1	11715892	11721330	1	lightgray	FBXO44
chr1	11715892	11721362	1	lightgray	FBXO44
chr1	11715892	11721362	1	lightgray	FBXO44
chr1	11715892	11721362	1	lightgray	FBXO44
chr1	11715892	11721362	1	lightgray	FBXO44
chr1	11723384	11723384	1	lightgray	FBXO44
chr1	11728715	11733908	1	lightgray	FBXO6
chr1	11734831	11740658	1	lightgray	MAD2L2
chr1	11734831	11740658	1	lightgray	MAD2L2
chr1	11766315	11779753	1	lightgray	DRAXIN
chr1	11796265	11808650	1	lightgray	AGTRAP
chr1	11796265	11810161	1	lightgray	AGTRAP
chr1	11796265	11810161	1	lightgray	AGTRAP
chr1	11796265	11810249	1	lightgray	AGTRAP
chr1	11796265	11810249	1	lightgray	AGTRAP
chr1	11824457	11849503	1	lightgray	C1orf167
chr1	11839676	11839676	1	lightgray	C1orf167-AS1
chr1	11850736	11863173	1	lightgray	MTHFR
chr1	11850736	11863571	1	lightgray	MTHFR
chr1	11866319	11900280	1	lightgray	CLCN6
chr1	11866319	11900280	1	lightgray	CLCN6
chr1	11903187	11903187	1	lightgray	CLCN6
chr1	11906065	11907741	1	lightgray	NPPA
chr1	11907673	11907673	1	lightgray	NPPA-AS1
chr1	11917711	11918890	1	lightgray	NPPB
chr1	11968329	11968329	1	lightgray	RNU5E-1
chr1	11980371	11986294	1	lightgray	KIAA2013
chr1	11994836	12034865	1	lightgray	PLOD1
chr1	11994836	12034865	1	lightgray	PLOD1
chr1	12049225	12071622	1	lightgray	MFN2
chr1	12049225	12071622	1	lightgray	MFN2
chr1	12081783	12091865	1	lightgray	MIIP
chr1	12089279	12089279	1	lightgray	MIR6729
chr1	12123655	12202588	1	lightgray	TNFRSF8
chr1	12164500	12202588	1	lightgray	TNFRSF8
chr1	12227095	12227095	1	lightgray	MIR7846
chr1	12227148	12267077	1	lightgray	TNFRSF1B
chr1	12251830	12251830	1	lightgray	MIR4632
chr1	12294323	12569078	1	lightgray	VPS13D
chr1	12294323	12569078	1	lightgray	VPS13D
chr1	12567451	12567451	1	lightgray	SNORA59A
chr1	12628368	12640634	1	lightgray	DHRS3
chr1	12628368	12640634	1	lightgray	DHRS3
chr1	12628368	12677353	1	lightgray	DHRS3
chr1	12639051	12639051	1	lightgray	MIR6730
chr1	12704565	12726746	1	lightgray	AADACL4
chr1	12776179	12785963	1	lightgray	AADACL3
chr1	12788727	12788727	1	lightgray	AADACL3
chr1	12806378	12820884	1	lightgray	CFAP107
chr1	12806378	12820884	1	lightgray	CFAP107
chr1	12835010	12837742	1	lightgray	PRAMEF12
chr1	12853376	12856145	1	lightgray	PRAMEF1
chr1	12854987	12856145	1	lightgray	PRAMEF1
chr1	12883086	12883086	1	lightgray	LINC01784
chr1	12884799	12888648	1	lightgray	PRAMEF11
chr1	12907260	12908142	1	lightgray	HNRNPCL1
chr1	12918864	12921634	1	lightgray	PRAMEF2
chr1	12939364	12943215	1	lightgray	PRAMEF4
chr1	12952746	12955678	1	lightgray	PRAMEF10
